0.05,0.05,0.003625,0
0.0333333333333335,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.003625,0
0.0333333333333335,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0025,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0025,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0016,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0016,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0025,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0016,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0025,0
0.0333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.05,0.05,0.0025,0
0.00333333333333335,0,0,0
0,0,0,0
0.005,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
